Gene,Log2FC,PVal
PPIAP53,-2.1485611732281944,0.0455072253121331
TVP23C,-1.582136988981588,9.798939976493798e-05
CDRT4,-5.158802751598178,0.0369556009176858
HS3ST3A1,-5.591222798529441,0.0250843382848042
USP43,-1.7923872382927466,1.7827993320992338e-05
SLC25A35,-2.5267715476787185,0.0244528644391196
HES7,-2.574470648237173,0.0195924310448472
ALOXE3,-1.5354793478622832,0.0407588111022232
EIF4A1,-7.588720622946663,0.0233966541598373
SENP3,-4.219433916940244,0.0072709956235191
CLDN7,-3.922164806264422,5.335268833240989e-18
ALOX12-AS1,-3.952737044180062,0.0187822971795282
INCA1,-2.4656249287512666,0.0254344029546549
ZMYND15,-4.523776038452543,0.0028294740808732
CXCL16,-2.4361492541737397,1.9699068933794082e-09
P2RX5,-6.4164009724736415,0.0078623114417351
HIC1,-1.9721338949033864,0.0002641057425873
SLC43A2,-1.6807898717352627,0.0078251125941947
DBNDD1,-4.346039328527145,0.0002244411132094
SPIRE2,-2.838103530238068,0.0010019183932352
CPNE7,-6.211169090688792,3.756981890694138e-15
SLC22A31,-5.215462896328961,0.0313086263370906
CBFA2T3,-5.667036215501812,0.0001271046482589
CYBA,-3.829181680822767,1.165161335503825e-16
ZNF469,-3.882291215645728,3.4351545803548527e-05
GSE1,-1.5675663679238043,1.0168457173274645e-06
KIAA0513,-3.369335766418675,7.505967707140291e-10
CRISPLD2,-7.025607823647891,0.0032106188516937
ATP2C2,-3.4920127089865325,1.2285594921774398e-09
OSGIN1,-1.566385289776013,0.0030110442068101
CDYL2,-3.5005827225381974,5.955174265067869e-09
FA2H,-5.576279921950326,0.0233504192357739
CALB2,-5.0403400269965495,0.0365635561106282
VAC14-AS1,-4.101781902664484,0.0066516033341842
HAS3,-2.174026168860653,7.373016850338997e-22
PLEKHG4,-2.1430457533078138,0.0036860629746173
HSF4,-2.1241971041792147,0.0016012034251436
FBXL8,-2.025014591893421,0.0109049582053164
CDH11,-1.5889408990526934,0.0174976624345274
CDH8,-5.083139764828276,0.043121823759767
RPS27AP16,-1.784863490885196,0.0019700260257544
NDRG4,-1.5760412763570593,0.0030149993610054
CCDC113,-1.6276022201653275,0.0025667495766178
MMP15,-2.673678241654064,1.59707744018896e-05
CNGB1,-5.068184134609989,6.473387249088887e-05
CCL22,-5.248584869448859,0.0312324196586297
NLRC5,-3.826300642705101,7.290331830009088e-33
SIAH1,-1.8889065989148792,0.0377216690150513
ZNF720,-3.1755962912024023,0.0273272754834599
CLUHP3,-2.5624269303650875,0.0015002596308332
SMG1P5,-1.705424289477338,0.0046371909377236
DOC2A,-3.593159211758412,0.0163533327568889
ASPHD1,-2.7339513197344334,0.0008196394535482
SEZ6L2,-4.008073853691611,4.1979192597175206e-07
SMG1P6,-2.101588642061276,0.0057159407736046
NPIPB11,-2.358709273078912,0.0162844141767034
SULT1A1,-3.716504917869394,1.6761219896957988e-07
LCMT1-AS2,-2.8964631009321247,0.0063095051834627
SCNN1G,-5.194129994345342,0.0337110942304194
TMEM159,-2.448330323043173,4.05743145124348e-05
DCUN1D3,-1.6371845535101146,0.0085235694123343
REXO5,-1.976575990167702,0.0002251633612469
GPRC5B,-6.924560854579187,2.476444204163059e-06
TMC5,-8.037884706163693,0.000901518726329
SYT17,-5.4042004203321,0.029745314016721
TMC7,-1.71737575049748,0.0006241138185767
SHISA9,-2.1148680375424216,0.0105657914062278
LITAF,-1.5788689711464343,9.511607307903417e-06
CIITA,-2.181274478535689,0.0113800411652112
TMEM186,-2.2949844916182096,0.0079169157314165
PAM16,-5.860638115413285,0.0220381177013674
ZNF597,-2.3036030681102884,0.001116093924278
ZNF200,-1.7822264957784977,0.0015633076525004
ZNF213-AS1,-2.711231129253963,0.0154391036164938
PRSS22,-5.205777515061475,8.238429348204527e-17
ZG16B,-2.5995761863858178,0.0047352978264614
PRSS21,-6.038934294703751,1.0591835932684716e-11
PDPK2P,-3.813522470681011,0.01617650304795
DNASE1L2,-2.5029217541516124,0.0094102392033055
CASKIN1,-3.2401077408566032,0.004064321247088
SLC9A3R2,-1.6981019768472634,9.798487732207808e-05
IGFALS,-1.7998438122000828,0.0375162266077172
NME3,-1.9469738261068872,0.000459140760774
TMEM204,-2.4621894947001404,0.0001055874253899
BAIAP3,-3.474780150521762,1.7203683581552898e-06
WFIKKN1,-2.8279200290411537,0.0148323323730372
RGS11,-5.023373624650368,0.0377028029356589
IL9RP3,-3.1176572207538524,0.0494781911653116
ALDH1A3,-4.129847705575173,3.735681310386805e-36
AP3S2,-3.7197292149341714,0.0106892281609039
MESP1,-5.401288906329038,0.0241993351508051
KIF7,-1.636656366178729,0.0002082415713936
MIR9-3HG,-4.193541900574782,0.0058904945036663
HAPLN3,-1.963799187261132,0.0044951270182013
ISG20,-2.453907397688722,6.955518983168425e-05
